PC,0.265565455
LPC,0.378272053
PE,0.281282084
LPE,0.410981424
PG,0.261773252
PI,0.236091273
PS,0.257393632
TG,0.246193237
DG,0.340147624
MG,0.550070134
ChE,0.291902621
SM,0.270958652
Cer,0.376704588
CL,0.261773252
DLCL,0.261773252
MLCL,0.261773252
PA,0.261773252
LPI,0.410981424
LPS,0.410981424
