ASH10,ASH14,ASH18,ASH2,ASH22,ASH6,EV1,EV13,EV17,EV21,EV5,EV9,PRX12,PRX16,PRX20,PRX24,PRX4,PRX8,P-A11,P-A15,P-A19,P-A23,P-A3,P-A7
4.6451964,4.2293161,4.033137,6.1911235,3.7345687,6.0320107,3.4404948,5.3063092,3.771833,3.9986459,3.9815305,4.4309395,2.0666604,1.8985449,2.6232901,1.8341537,3.8366748,2.2400466,2.3548212,2.5401406,1.873872,1.7235708,2.2537553,2.1891231
