LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,CalcMz,IonFormula,GroupArea[c],GroupHeight[c],GroupTopPos[c],ASH10,ASH14,ASH18,ASH2,ASH22,ASH6,EV1,EV13,EV17,EV21,EV5,EV9,P-A11,P-A15,P-A19,P-A23,P-A3,P-A7,PRX12,PRX16,PRX20,PRX24,PRX4,PRX8,QC_MSMS,blank,,Filename,dLPC-,dLPE-,dPI-,dPS-,dPG-,dCer-,dPC-,dPE-
PS(20:0/18:2)-H,PS,(20:0/18:2),(20:0),(18:2),,,814.5603605,C44 H81 O10 N1 P1,9249956.023,938240.1876,18.51361158,1.15E+07,1.16E+07,1.15E+07,1.32E+07,1.04E+07,2.17E+07,1.30E+07,1.95E+07,1.33E+07,1.48E+07,9255781.769,1.76E+07,57982.9005,7254976.281,2974763.615,2176264.539,4039758.012,3563461.343,4299113.408,3299575.842,7692516.295,5637144.251,1.35E+07,4519928.78,1.61E+07,0,,,,,,,,,,
PS(20:0/18:2)+H,PS,(20:0/18:2),(20:0),(18:2),,,816.5749135,C44 H83 O10 N1 P1,7139883.498,680277.2944,18.51361158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(20:0/18:2)-H,PS,(20:0/18:2),(20:0),(18:2),,,814.5603605,C44 H81 O10 N1 P1,685843.7795,127033.7152,18.871,42205.2135,115855.071,109976.8827,377672.373,106298.0568,14642.025,93070.4643,81132.942,138284.6835,69786.4548,55672.6905,83067.915,1075088.093,52301.8032,13419.2595,821369.035,13320.8115,2538336.801,19426.8909,6361.3845,10633.8441,4956250.56,129930.4488,4814512.472,3347818.08,0,,,,,,,,,,
PS(18:0/20:3)-H,PS,(18:0/20:3),(18:0),(20:3),,,812.5447105,C44 H79 O10 N1 P1,4.66E+07,4628167.247,17.84974842,8.49E+07,5.97E+07,5.10E+07,7.78E+07,5.16E+07,9.00E+07,4.76E+07,8.10E+07,5.57E+07,4.43E+07,4.08E+07,4.87E+07,3.29E+07,3.94E+07,3.21E+07,3.58E+07,4.11E+07,3.99E+07,3.37E+07,1.96E+07,3.71E+07,2.33E+07,6.69E+07,2.37E+07,3.57E+07,2019.819,,,,,,,,,,
PS(18:0/20:3)+H,PS,(18:0/20:3),(18:0),(20:3),,,814.5592635,C44 H81 O10 N1 P1,2.98E+07,3550990.338,17.84974842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(18:1/20:2)-H,PS,(18:1/20:2),(18:1),(20:2),,,812.5447105,C44 H79 O10 N1 P1,1.37E+07,1403551.544,18.886,51976.164,1.20E+07,4975555.986,7245070.083,1.91E+07,6126458.155,93178.2372,98787.1857,6147318.484,9450264.938,370668.5457,1.11E+07,2.17E+07,1.30E+07,2.81E+07,2.50E+07,3.03E+07,2.16E+07,2.17E+07,2.02E+07,1.11E+07,2.39E+07,1.94E+07,2.08E+07,4942934.931,0,,,,,,,,,,
PS(20:2e/18:1)-H,PS,(20:2e/18:1),(20:2e),(18:1),,,798.5654455,C44 H81 O9 N1 P1,1.90E+07,1974678.94,19.48,3.19E+07,3.30E+07,3.19E+07,3.32E+07,3.37E+07,3.19E+07,3.58E+07,2.91E+07,3.28E+07,3.13E+07,3.25E+07,3.24E+07,6391373.438,6845111.754,6037972.43,7047409.492,6458731.988,6584127.374,5791921.406,5128017.612,6106797.853,5403365.248,6110698.913,3439273.666,2.60E+07,2953.124,,,,,,,,,,
PS(18:0/20:4)-H,PS,(18:0/20:4),(18:0),(20:4),,,810.5290605,C44 H77 O10 N1 P1,9.14E+07,9357662.544,17.50565261,1.41E+08,1.04E+08,9.95E+07,1.52E+08,1.10E+08,1.83E+08,6.44E+07,1.32E+08,9.15E+07,3386502.06,7.69E+07,7.56E+07,9.40E+07,1.21E+08,9.51E+07,9.25E+07,1.06E+07,1.19E+08,8.81E+07,5.71E+07,8.87E+07,6.05E+07,1.76E+08,7.07E+07,1.28E+08,11766.878,,,,,,,,,,
PS(18:0/20:4)+H,PS,(18:0/20:4),(18:0),(20:4),,,812.5436135,C44 H79 O10 N1 P1,3.49E+07,5222600.934,17.50565261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(18:0/20:4)-H,PS,(18:0/20:4),(18:0),(20:4),,,810.5290605,C44 H77 O10 N1 P1,3117198.666,796989.7047,18.042,54739.236,325687.101,4117472.281,7605205.714,7545474.148,6819351.468,5973630.344,4471059.816,5022242.205,4426049.75,292530.3948,5883859.123,257660.1177,2986297.904,148711.5312,32064.7068,3110285.23,3001687.125,2991758.61,2207321.167,2785333.281,131902.7601,3580717.286,905461.871,4319493.95,0,,,,,,,,,,
PS(18:0/20:4)-H,PS,(18:0/20:4),(18:0),(20:4),,,810.5290605,C44 H77 O10 N1 P1,9263781.321,1142743.54,18.337,53830.3305,1.84E+07,19773.8775,1.61E+07,9274147.83,1.73E+07,357125.2065,222959.2878,138838.4169,54958.323,1.80E+07,1.75E+07,62338.9875,108360.0951,1.98E+07,2.64E+07,156673.2375,95542.464,65877.5625,2.65E+07,2.68E+07,432038.4825,1.89E+07,220223.28,7038620.552,0,,,,,,,,,,
PS(18:0e/20:4)-H,PS,(18:0e/20:4),(18:0e),(20:4),,,796.5497955,C44 H79 O9 N1 P1,46992.38335,58186.01152,18.119,7771.5855,46347.0147,55637.7558,82003.9431,66507.1893,140274.8664,25579.4637,35455.7715,54656.9352,23055.7785,22385.688,84155.9991,23777.6115,35643.0015,37285.7235,44597.1543,68551.4343,13953.9405,43642.8627,9233.8632,30633.8742,40356.516,29214.996,9378.2946,139077.707,0,,,,,,,,,,
PS(20:2e/18:2)-H,PS,(20:2e/18:2),(20:2e),(18:2),,,796.5497955,C44 H79 O9 N1 P1,1.15E+07,1270862.667,18.929,1.78E+07,1.84E+07,1.89E+07,1.99E+07,2.34E+07,1.79E+07,2.33E+07,2.38E+07,2.13E+07,2.53E+07,2.19E+07,2.13E+07,2132441.639,1999593.087,1545039.704,2235509.796,1517722.21,1779469.471,2565531.423,2801183.12,2451928.632,2457475.505,2014656.143,2307538.712,1.49E+07,1424.1318,,,,,,,,,,
PS(20:3e/18:1)-H,PS,(20:3e/18:1),(20:3e),(18:1),,,796.5497955,C44 H79 O9 N1 P1,1.12E+07,1578154.75,19.328,2.68E+07,294589.1925,2.92E+07,2.73E+07,248224.8375,808382.5875,144057.9225,2.52E+07,2.68E+07,1333973.482,2.87E+07,419654.55,1.26E+07,3859321.942,1.22E+07,1.33E+07,1.32E+07,1.34E+07,1.27E+07,1.14E+07,1.27E+07,1.12E+07,1.28E+07,212049.4725,1.51E+07,2769.581,,,,,,,,,,
PS(18:0/20:5)-H,PS,(18:0/20:5),(18:0),(20:5),,,808.5134105,C44 H75 O10 N1 P1,320305.0608,68512.20682,14.853,98123.8821,21761.1291,48773.8638,39312.0594,89764.767,14666.5965,999757.032,40332.7647,332771.2011,22024.9278,40475.988,178020.5832,3847.6584,3854.4372,10422.4557,4877.6148,18622.251,6654.483,19238.9826,6693.5538,11835.7023,6180.8637,4302.0903,2197.6035,3527098.611,1528.4016,,,,,,,,,,
PS(18:1/20:4)-H,PS,(18:1/20:4),(18:1),(20:4),,,808.5134105,C44 H75 O10 N1 P1,612232.2753,91950.01671,16.223,3685539.188,22209.5238,2171379.302,111248.8677,74272.0089,2954825.41,26065.773,27395.0772,2279021.428,1979870.409,27081.6414,33241.1151,4315.4769,669345.623,1958.2905,16414.0053,8428.5732,3352.2489,13688.8785,28643.7315,31039.8726,2115.9135,59777.9793,3556.0191,2682463.519,2490.985,,,,,,,,,,
PS(18:1/20:4)-H,PS,(18:1/20:4),(18:1),(20:4),,,808.5134105,C44 H75 O10 N1 P1,972854.1998,164886.2758,16.449,7355445.419,4994532.588,97394.5497,152756.91,241647.1347,5741873.38,3781520.424,22609.9887,189375.12,36086.4672,192050.7867,56109.1161,11024.2971,823988.886,30375.249,25611.6411,113652.6483,29471.6991,1400007.907,15257.6436,1095837.348,26739.9681,33527.0352,19751.9925,612901.4472,19030.458,,,,,,,,,,
PS(18:1/20:4)-H,PS,(18:1/20:4),(18:1),(20:4),,,808.5134105,C44 H75 O10 N1 P1,106030.1335,102141.3208,16.579,157713.4323,47873.8386,119654.2074,70557.7797,858831.781,107397.9849,3224.8782,160493.1732,125164.1289,70561.6134,10472.3325,147247.08,17597.8644,79819.3476,25991.5644,166655.405,15664.758,19796.9463,28026.3441,21904.9176,43909.3899,2019.153,25121.2548,31665.0834,311936.4411,13989.774,,,,,,,,,,
PS(18:0/20:5)-H,PS,(18:0/20:5),(18:0),(20:5),,,808.5134105,C44 H75 O10 N1 P1,2.69E+08,2.52E+07,16.9190749,4.00E+08,3.11E+08,3.08E+08,4.59E+08,3.24E+08,4.98E+08,2.46E+08,4.59E+08,3.15E+08,3.25E+08,2.57E+08,3.27E+08,1.79E+08,2.64E+08,1.79E+08,1.84E+08,2.33E+08,1.74E+08,2.01E+08,1.29E+08,2.03E+08,1.53E+08,4.11E+08,1.49E+08,2.77E+08,851411.963,,,,,,,,,,
PS(18:0/20:5)+H,PS,(18:0/20:5),(18:0),(20:5),,,810.5279635,C44 H77 O10 N1 P1,1.94E+08,1.87E+07,16.9190749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(18:0/20:5)-H,PS,(18:0/20:5),(18:0),(20:5),,,808.5134105,C44 H75 O10 N1 P1,1840556.508,462536.1233,17.403,1830385.683,1901883.529,872482.3236,146540.8572,175313.9718,542489.265,1.71E+07,253185.6201,7821692.857,7315812.024,151865.2776,247892.6814,262185.4773,292168.6992,137519.6286,42651.843,35014.344,115609.4982,203864.6694,4540614.783,122066.7012,4941362.025,92307.7485,606924.6651,1537277.607,0,,,,,,,,,,
PS(18:0/20:5)-H,PS,(18:0/20:5),(18:0),(20:5),,,808.5134105,C44 H75 O10 N1 P1,2981350.398,357330.9251,17.889,50236.0332,209814.5616,2291766.361,1.03E+07,84348.3081,1.01E+07,4923755.902,69504.4275,1.02E+07,84332.9439,354205.5936,6316404.036,554899.0488,521335.7232,2443534.511,168470.8554,7431976.086,71860.4409,8149219.12,68139.5361,9685447.028,313684.1208,146399.2986,24983.2917,973985.6625,0,,,,,,,,,,
PS(20:3e/18:2)-H,PS,(20:3e/18:2),(20:3e),(18:2),,,794.5341455,C44 H77 O9 N1 P1,1.23E+07,1956509.019,18.782,1.67E+07,1.79E+07,1.67E+07,1.83E+07,1.78E+07,1.66E+07,2.11E+07,1.76E+07,1.87E+07,1.93E+07,2.10E+07,1.99E+07,5615118.88,6039495.46,4674927.612,5367709.403,4995242.503,5005876.529,7036112.373,6771318.131,7032455.525,6654501.997,6876684.653,6312684.324,1.09E+07,0,,,,,,,,,,
PS(18:1/20:5)-H,PS,(18:1/20:5),(18:1),(20:5),,,806.4977605,C44 H73 O10 N1 P1,1.16E+07,987280.4073,15.82717299,2.13E+07,1.71E+07,1.70E+07,2.64E+07,1.96E+07,2.69E+07,1.31E+07,2.70E+07,2.05E+07,1.87E+07,1.43E+07,1.96E+07,1431424.805,3080495.369,2678882.899,2356175.141,3738041.958,2880548.085,3429293.173,1935604.877,3371041.636,1571156.43,6566636.377,2482958.495,1.41E+07,0,,,,,,,,,,
PS(18:1/20:5)+H,PS,(18:1/20:5),(18:1),(20:5),,,808.5123135,C44 H75 O10 N1 P1,6619470.425,658471.1878,15.82717299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(20:5/18:2)-H,PS,(20:5/18:2),(20:5),(18:2),,,804.4821105,C44 H71 O10 N1 P1,47189.32267,22723.29359,14.766,99246.377,13467.4188,27237.8544,6445.0353,6076.4211,34696.2147,17551.136,280980.893,33392.5545,6223.4214,91017.039,9085.0707,15996.104,54254.639,20927.303,12798.95,1428.7929,15754.984,129220.453,3984.6978,7839.138,5960.1816,23077.2348,11001.6438,52444.6473,0,,,,,,,,,,
PS(20:5/18:2)-H,PS,(20:5/18:2),(20:5),(18:2),,,804.4821105,C44 H71 O10 N1 P1,902436.4982,127537.8398,14.89,1720973.284,663043.537,754489.09,1740393.335,1234579.283,1215996.129,828196.397,1825090.689,1921163.986,905371.445,834979.619,2003144.851,202797.208,473680.002,233367.889,236605.353,237274.718,169699.864,619582.336,530323.631,922640.1,643971.671,850438.853,684436.631,1196556.568,0,,,,,,,,,,
PS(18:1/21:0)-H,PS,(18:1/21:0),(18:1),(21:0),,,830.5916605,C45 H85 O10 N1 P1,2973488.904,212194.0723,19.552,7234624.69,2027988.175,87803.7741,1.75E+07,15293.9925,1.01E+07,18718.8882,8287606.775,5463382.809,34156.2699,10776.7644,7049131.604,2279284.581,4123143.928,46904.7618,44683.3611,4093084.954,3286433.947,39195.3849,22462.0548,79805.7345,50317.3563,14686.0335,14348.3133,1.12E+07,0,,,,,,,,,,
PS(18:2/21:0)-H,PS,(18:2/21:0),(18:2),(21:0),,,828.5760105,C45 H83 O10 N1 P1,1849100.215,247756.5126,18.931,8347674.075,119172.8574,144400.3824,9382960.564,1455750.236,4981646.307,193342.2453,8319.2505,7212355.801,57783.4785,2069216.607,124026.0933,25305.2775,117549.7512,34739.9736,14540.9472,4563.075,87102.525,47926.4772,93911.2479,92452.7028,209755.9554,5718729.56,35846.3787,1.08E+07,0,,,,,,,,,,
PS(18:3/21:0)-H,PS,(18:3/21:0),(18:3),(21:0),,,826.5603605,C45 H81 O10 N1 P1,4873941.414,376230.2768,18.287,31746.3765,36994.332,165834.8943,2.15E+07,32860.1499,3.30E+07,1.91E+07,28112.7285,436281.4851,82146.1692,336391.521,29623.2576,163656.0099,136796.4567,1471407.994,126220.0182,23196.414,227793.7509,87756.1539,68110.3764,41309.3955,119372.5212,3.64E+07,174132.0852,1.15E+07,0,,,,,,,,,,
PS(19:1/20:2)-H,PS,(19:1/20:2),(19:1),(20:2),,,826.5603605,C45 H81 O10 N1 P1,8190764.222,882827.5141,19.401,1487869.567,64210.2765,1216907.715,1113796.894,65784.039,34657.3665,1453805.057,3680353.375,3105450.551,3326400.859,932314.9,30547.9635,1.46E+07,438172.4325,1.58E+07,1.49E+07,2.04E+07,2.17E+07,1.67E+07,1.84E+07,1.55E+07,1.55E+07,2.13E+07,1.56E+07,4815041.444,0,,,,,,,,,,
PS(20:2e/19:1)-H,PS,(20:2e/19:1),(20:2e),(19:1),,,812.5810955,C45 H83 O9 N1 P1,1.28E+07,1141147.339,19.911,2.22E+07,2.00E+07,2.16E+07,2.47E+07,2.17E+07,2.48E+07,2.04E+07,2.39E+07,2.39E+07,2.24E+07,2.10E+07,2.13E+07,2610065.832,3943366.47,3069741.373,2517267.594,3400570.471,3016732.47,2443264.4,2209318.605,3649489.405,3117198.649,3495114.473,2819097.201,1.47E+07,0,,,,,,,,,,
PS(19:0/20:4)-H,PS,(19:0/20:4),(19:0),(20:4),,,824.5447105,C45 H79 O10 N1 P1,2.43E+07,2309849.693,17.9311908,2.56E+07,3.52E+07,1.77E+07,2.66E+07,1.86E+07,3.52E+07,51338.3826,2.93E+07,1.59E+07,2.43E+07,1.25E+07,6922094.567,3.94E+07,2.60E+07,4.17E+07,2.06E+07,3.26E+07,2.61E+07,2.68E+07,1.75E+07,3.40E+07,3.30E+07,6.16E+07,2.60E+07,2.76E+07,0,,,,,,,,,,
PS(19:0/20:4)+H,PS,(19:0/20:4),(19:0),(20:4),,,826.5592635,C45 H81 O10 N1 P1,1.86E+07,1981915.136,17.9311908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(19:0/20:4)-H,PS,(19:0/20:4),(19:0),(20:4),,,824.5447105,C45 H79 O10 N1 P1,6131670.827,854965.1529,18.625,5980726.632,8621164.283,7271672.832,5983046.737,7007705.126,8626557.178,1.17E+07,6435061.246,7091477.383,379870.539,8464872.372,8712506.227,3748201.25,1.26E+07,4062354.293,3159904.116,4060378.599,1.22E+07,4207506.918,4229905.868,4511157.275,4086025.1,5238918.496,4440024.217,1.27E+07,0,,,,,,,,,,
PS(20:3e/19:1)-H,PS,(20:3e/19:1),(20:3e),(19:1),,,810.5654455,C45 H81 O9 N1 P1,4890146.058,579566.0079,19.825,273645.8922,1965693.076,1938329.649,564001.7001,133057.1118,123531.246,1867085.39,1.83E+07,1.83E+07,1.68E+07,63824.1546,176941.8096,3720441.275,4628944.643,3408338.159,3707691.55,4445493.338,4425945.522,3939896.615,3493629.411,4508620.923,5445986.344,8243488.437,3695746.366,7651076.917,0,,,,,,,,,,
PS(19:0/20:5)-H,PS,(19:0/20:5),(19:0),(20:5),,,822.5290605,C45 H77 O10 N1 P1,4.41E+07,4364661.162,17.40378454,7.93E+07,3.58E+07,3.91E+07,5.78E+07,3.11E+07,7.48E+07,2.53E+07,5.47E+07,3.89E+07,3.98E+07,93509.4,3.24E+07,3.68E+07,4.50E+07,2.64E+07,3.13E+07,4.65E+07,4.41E+07,5.05E+07,5.02E+07,4.57E+07,4.01E+07,9.99E+07,4.16E+07,7.64E+07,6394.926,,,,,,,,,,
PS(19:0/20:5)+H,PS,(19:0/20:5),(19:0),(20:5),,,824.5436135,C45 H79 O10 N1 P1,4.55E+07,4753763.995,17.40378454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(19:0/20:5)-H,PS,(19:0/20:5),(19:0),(20:5),,,822.5290605,C45 H77 O10 N1 P1,389305.2663,197040.2871,17.944,71667.003,57344.4897,8233.2672,52358.9235,2890365.771,164323.2528,80189.8995,90140.269,59458.5333,133945.9332,17377.7667,23585.166,5962257.856,202571.292,49192.3992,66716.7042,125145.5415,200095.8135,30066.3981,161122.2387,27540.458,23185.0035,67791.6384,76429.9482,94508.319,0,,,,,,,,,,
PS(19:1/20:5)-H,PS,(19:1/20:5),(19:1),(20:5),,,820.5134105,C45 H75 O10 N1 P1,41134.70923,30425.73714,16.273,17757.2373,6867.2538,17210.5773,19577.8287,178514.876,12762.3069,116267.943,53407.1634,159593.54,27562.7502,4577.6727,52823.6703,16471.524,16042.3728,5995.2651,10026.856,27065.7354,16366.5513,16364.4597,7999.5267,28211.6655,9003.0426,167310.713,7524.552,112366.656,1009.701,,,,,,,,,,
PS(19:1/20:5)-H,PS,(19:1/20:5),(19:1),(20:5),,,820.5134105,C45 H75 O10 N1 P1,3441854.852,401832.6782,16.592,7078963.62,2921762.43,3413853.617,8003968.841,3985356.871,9487976.264,2704054.435,5045114.512,5806564.053,3322952.094,3759380.747,3298972.8,1648268.53,2388047.505,1450521,2091735.759,3246237.916,2505092.706,1078893.215,1230747.79,2506792.519,1079677.927,3541238.373,1603439.495,5244275.581,0,,,,,,,,,,
PS(18:1/22:0)-H,PS,(18:1/22:0),(18:1),(22:0),,,844.6073105,C46 H87 O10 N1 P1,37750.31766,34318.71715,20.03,39743.5548,27210.1557,21624.537,7852.8915,26202.708,8623.7856,79896.6882,10253.7642,79083.1788,17312.2329,27385.8756,17765.7054,21207.2583,26491.9398,8007.1128,5836.473,53949.7611,17717.1153,5550.4449,13410.6423,24309.8076,5059.5384,27170.7198,11912.8482,84836.4603,0,,,,,,,,,,
PS(20:5/20:5)-H,PS,(20:5/20:5),(20:5),(20:5),,,826.4664605,C46 H69 O10 N1 P1,29803.63707,8186.516111,13.504,8594.4708,7251.1998,1057.5294,3943.2408,12758.7603,6350.5584,2446.35,7411.6467,149328.412,6724.7724,631.4127,4340.7009,6206.5683,12757.1691,8138.8944,6672.8676,74387.779,3469.6434,97053.001,3159.204,1055.3904,103314.179,4779.9969,6585.4125,250608.867,0,,,,,,,,,,
PS(20:5/20:5)-H,PS,(20:5/20:5),(20:5),(20:5),,,826.4664605,C46 H69 O10 N1 P1,318972.5311,49206.47111,13.673,21186.7722,20600.397,800501.102,1479765.688,30280.2513,1617039.465,551095.315,15087.2076,36813.0675,769776.706,557820.107,62049.5553,15792.5124,9684.2142,32319.6963,14610.3726,52585.053,54851.4333,21767.2932,220088.598,21949.926,242842.896,33063.3852,9452.7891,703802.61,0,,,,,,,,,,
PS(22:0/18:2)-H,PS,(22:0/18:2),(22:0),(18:2),,,842.5916605,C46 H85 O10 N1 P1,193731.6389,120898.7783,19.377,94678.41,50774.5785,35326.227,2470235.25,30975.4839,76893.3198,16084.8015,122911.0641,579269.595,178740.2895,484937.631,92622.237,34394.5308,45486.651,13040.5671,205846.245,18041.364,30195.3438,32639.131,10413.4656,14000.9787,52487.3958,186633.6678,22912.4949,179566.155,0,,,,,,,,,,
PS(20:0/20:3)-H,PS,(20:0/20:3),(20:0),(20:3),,,840.5760105,C46 H83 O10 N1 P1,8810852.976,1099046.769,18.68776961,1.51E+07,1.28E+07,1.01E+07,1.59E+07,9859509.212,2.11E+07,8431658.501,1095964.538,1.01E+07,1.09E+07,1.38E+07,1.04E+07,4426805.8,6211505.602,4748413.034,5364075.295,5981705.642,5660340.519,4853455.233,3488957.321,6392502.377,4921346.875,1.03E+07,4530382.134,1.21E+07,0,,,,,,,,,,
PS(20:0/20:3)+H,PS,(20:0/20:3),(20:0),(20:3),,,842.5905635,C46 H85 O10 N1 P1,8034988.019,917046.4709,18.68776961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(20:0/20:3)-H,PS,(20:0/20:3),(20:0),(20:3),,,840.5760105,C46 H83 O10 N1 P1,9703330.169,597188.7138,19.629,63621.4581,7064777.172,2394893.807,77158.0197,2521291.821,1.09E+07,102523.4706,3732303.408,41670.5364,123313.1475,2491345.015,5272464.153,1.54E+07,1.70E+07,1.72E+07,1.16E+07,1.85E+07,1.73E+07,2.68E+07,1.05E+07,1.71E+07,1.63E+07,2.28E+07,1.25E+07,8145691.038,0,,,,,,,,,,
PS(20:0/20:4)-H,PS,(20:0/20:4),(20:0),(20:4),,,838.5603605,C46 H81 O10 N1 P1,2.35E+07,2573860.926,18.40193653,3.89E+07,2.69E+07,2.49E+07,4.14E+07,171152.145,4.88E+07,1.73E+07,3.47E+07,2.44E+07,2.29E+07,2.74E+07,2.36E+07,2.28E+07,2.82E+07,2.58E+07,419574.975,3.42E+07,3.12E+07,2.37E+07,1.62E+07,77068.4175,1397212.626,4.69E+07,147188.3874,3.22E+07,2164.506,,,,,,,,,,
PS(20:0/20:4)+H,PS,(20:0/20:4),(20:0),(20:4),,,840.5749135,C46 H83 O10 N1 P1,1.97E+07,2251833.542,18.40193653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(20:0/20:4)-H,PS,(20:0/20:4),(20:0),(20:4),,,838.5603605,C46 H81 O10 N1 P1,6311431.916,739055.2769,19.142,3656500.324,4127027.528,4012953.27,4258157.738,3007825.419,7342516.255,3899307.385,6494506.593,4823572.711,3997872.945,6479214.392,4234659.422,7465773.443,1.09E+07,6649361.991,7030106.786,8359844.431,7911278.016,8749498.514,7991354.595,9744473.52,8576645.28,9912267.755,8408712.517,6388380.922,0,,,,,,,,,,
PS(20:2e/20:2)-H,PS,(20:2e/20:2),(20:2e),(20:2),,,824.5810955,C46 H83 O9 N1 P1,4409258.021,587490.1967,19.584,6740121.706,6992119.99,6959804.928,7533100.964,7012286.675,6764943.597,8703785.586,8539112.568,8750238.118,8384290.518,8314393.744,8014438.19,768208.723,1039530.687,744397.825,902874.545,620315.692,798355.949,1083086.599,1002201.024,1014889.574,936992.867,990194.066,851590.203,5741299.873,0,,,,,,,,,,
PS(20:0/20:5)-H,PS,(20:0/20:5),(20:0),(20:5),,,836.5447105,C46 H79 O10 N1 P1,1.83E+08,1.64E+07,16.083,3.34E+08,2.39E+08,2.49E+08,3.65E+08,2.46E+08,3.91E+08,2.15E+08,3.41E+08,2.62E+08,2.85E+08,2.22E+08,2.75E+08,7.40E+07,1.13E+08,7.55E+07,7.90E+07,9.04E+07,9.30E+07,9.51E+07,6.05E+07,9.51E+07,7.46E+07,1.80E+08,7.67E+07,2.35E+08,5383.573,,,,,,,,,,
PS(20:0/20:5)-H,PS,(20:0/20:5),(20:0),(20:5),,,836.5447105,C46 H79 O10 N1 P1,142189.0347,70734.398,16.545,26959.3605,63643.8108,74526.948,42421.5765,31798.5075,69433.4079,500032.311,25015.635,84293.7057,19385.4453,27443.2971,98780.7078,14116.9029,19693.236,12828.6663,14215.8165,74676.6936,13403.5476,160299.792,44681.7852,41479.5033,11030.7102,26587.5375,24486.5241,2393753.911,0,,,,,,,,,,
PS(20:0/20:5)-H,PS,(20:0/20:5),(20:0),(20:5),,,836.5447105,C46 H79 O10 N1 P1,3.86E+07,4254686.64,17.882196,8.61E+07,653988.915,6.29E+07,1.06E+08,1.45E+07,296794.86,5.43E+07,9.88E+07,3.74E+07,2.11E+07,6.02E+07,313679.625,3.98E+07,8107230.315,1.71E+07,175226.6625,5.45E+07,358706.76,1.99E+07,3.21E+07,644667.0525,1394559.217,1.09E+08,3.77E+07,8.30E+07,2881.998,,,,,,,,,,
PS(20:0/20:5)+H,PS,(20:0/20:5),(20:0),(20:5),,,838.5592635,C46 H81 O10 N1 P1,8644793.579,1463614.345,17.882196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(20:0/20:5)+H,PS,(20:0/20:5),(20:0),(20:5),,,838.5592635,C46 H81 O10 N1 P1,481650.6404,156998.4057,18.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PS(20:2/20:3)-H,PS,(20:2/20:3),(20:2),(20:3),,,836.5447105,C46 H79 O10 N1 P1,3206470.304,647808.3976,18.521,149327.9706,4649145.534,61251.0798,5532013.101,1650908.483,62270.2497,374184.4527,2199653.693,239240.0121,4187316.456,216214.3776,4246846.851,9275385.34,9830741.255,9112565.511,174442.3926,742517.2212,136638.8532,7474179.957,7422046.235,153948.0522,7650733.471,86934.306,81606.6276,6072477.652,0,,,,,,,,,,
PS(20:3e/20:2)-H,PS,(20:3e/20:2),(20:3e),(20:2),,,822.5654455,C46 H81 O9 N1 P1,2089744.832,287438.642,19.481,2572029.473,2676364.374,2116515.067,2666736.412,2579590.39,2558694.423,3414858.677,2647988.472,2584721.711,2472375.652,3455955.633,2923829.438,1334092.142,1415507.909,1082940.174,1225706.563,1095301.457,1235792.854,1749353.218,1619672.486,1687271.804,1544322.815,1737944.456,1624849.064,1937102.331,0,,,,,,,,,,
PS(20:1/20:5)-H,PS,(20:1/20:5),(20:1),(20:5),,,834.5290605,C46 H77 O10 N1 P1,98576.975,105647.3404,14.994,177445.6455,171369.4044,174473.7183,49994.8455,65035.5819,124785.1083,161596.2594,31702.3431,120422.6217,101096.5743,88219.3545,125054.3895,36108.4062,49388.9721,9862.2492,5772.3879,17103.0255,37412.4978,150878.7855,70601.2896,82538.4015,56911.1364,15221.1894,25868.3886,163164.1062,0,,,,,,,,,,
PS(20:3/20:3)-H,PS,(20:3/20:3),(20:3),(20:3),,,834.5290605,C46 H77 O10 N1 P1,84124.95314,68086.90956,17.813,45513.1869,9902.2872,93147.3747,425536.055,7736.88,23119.155,63049.3524,29282.235,86992.1163,38918.5269,40038.141,28594.497,23133.9327,324276.816,82619.4678,5653.9245,111353.9799,159133.9248,38601.765,49694.5527,40702.7991,37407.9489,23295.7335,49520.6841,240244.6893,0,,,,,,,,,,
